id,title,artist,chart_date,chords
932,Treat Her Like A Lady,Cornelius Brothers & Sister Rose,1971-05-08,N|I|bIII|IV|I|I|bIII|IV|I|I|I|I|I|I|I|I|I|I|bIII|iv|bIII|iv|bIII|iv|I|I|I|I|I|I|I|I|I|I|I|I|bIII|iv|bIII|iv|bIII|iv|I|I|I|I|I|bIII|IV|I|I|bIII|IV|I|I|bIII|IV|I|I|bIII|IV|I|I|I|I|I|I|I|I|I|I|I|I|I|bIII|iv|bIII|iv|bIII|iv|I|I|I|I|bIII|iv|bIII|iv|bIII|iv|I|I|I|I|I|N
933,Eleanor Rigby,Ray Charles,1968-06-29,N|N|i|i|i|i|i|VI7|VI7|i|i|i|VI7|VI7|i|i7|i|i|i|i7|i|i|i|VI7|VI7|i|i|iv|iv|i|i|i|i|VI7|VI7|i|i|i|VI7|VI7|i|i7|i|i|i|i7|i|i|i|VI7|VI7|i|i|iv|iv|i|i|i|i|VI7|VI7|i|i|i|VI7|VI7|i|i7|i|i|i|i7|i|i|i|VI7|VI7|i|i|iv|iv|i|i|i7|i|i|i|i7|i|i|i|N|N|N|N|N
935,Cry Like A Baby,The Box Tops,1968-04-20,N|vi|vi|vi|vi|vi|I|I|I|I|I|I|I|I|IV|IV|V|IV|I|III|III|I|V|IV|I|I|I|I|I|I|I|I|I|IV|IV|V|IV|I|I|ii|ii|vi|V|IV7|ii|ii|vi|V|IV|IV|IV|I|I|I|I|I|III|III|III|I|I|I|I|I|I|I|I|IV|IV|I|I|I|I|I|I|I|I|I|I|I|I7|I|I|I|I7|I|I|I|I7|I|I|I|I7|I|I|I|I|N
941,Like A Rock,Bob Seger,1986-08-16,N|I|IV|I|I|IV|I|I|I|I|IV|IV|bVII|IV|I|IV|I|I|I|IV|IV|X|IV|I|IV|I|I|I|IV|IV|bVII|IV|I|IV|I|I|I|IV|IV|bVII|IV|I|IV|I|vi|vi|I|I|IV|IV|ii|V|V|I|I|IV|IV|bVII|IV|I|IV|I|I|I|IV|IV|bVII|IV|I|IV|I|I|IV|I|I|IV|I|I|I|I|IV|IV|bVII|IV|I|IV|I|I|I|IV|IV|bVII|IV|I|IV|I|I|I|IV|IV|bVII|IV|I|IV|I|I|I|IV|IV|bVII|IV|I|IV|I|I|I|I|IV|IV|bVII|IV|I|IV|I|I|I|IV|IV|bVII|IV|I|IV|I|I|I|IV|IV|bVII|IV|I|IV|I|I|N|N|N
943,I Found A True Love,Wilson Pickett,1968-10-05,N|N|N|I|IV|I|I|I7|I|I7|IV7|IV7|I|I7|I|I7|I7|I7|vi|V|I|I|I|I7|I|I7|IV7|IV7|I|I7|I|I7|I|I7|vi|V|I|I7|I|IV7|I|I|I|IV7|I|I|I|IV7|I|I|I|IV7|I|I|I|I|IV7|I|I|I|IV7|I|I|I|IV7|I|I|I|IV7|I|I|I|I|V|IV7|I|V|I|V|IV7|I|V|I|V|IV7|I|V|I|V|IV7|I|V|V|N
944,Starting Over Again,Dolly Parton,1980-05-17,N|ii7|V|X|V|ii7|V|X|V|V|I|V|ii7|X|I|V|ii7|X|I|iii7|IV|iii7|I|V|X|X|I|V|ii7|X|I|V|ii7|X|I|V|ii7|X|I|V|X|X|X|I|V|ii7|X|X|I|V|ii7|X|I|V|ii7|X|I|iii7|IV|iii7|I|V|X|X|I|V|ii7|X|I|V|ii7|X|I|V|ii7|iii7|X|X|X|X|X|III7|vi7|V|IV|X|vi7|V|IV|II7|X|V|I|V|ii7|X|I|V|ii7|X|I|V|ii7|X|I|V|ii7|X|X|I|V|ii7|iii7|I|V|ii7|iii7|IV|X|X|I|I|I|N|N|N
945,Riders On The Storm,The Doors,1971-07-24,N|N|i|i|i|i|i|i|i|i|i|i|VII|i|VII|i|VII|i|VII|VII|i|VII|i|VII|i|VII|i|iv|v|VI|VII|i|VII|i|VII|IIImaj7|VII|VII|VI|i|ii|III|ii|i|ii|III|ii|i|ii|III|ii|iv|v|VI|VII|i|VII|i|VII|IIImaj7|VII|VII|VI|i|VII|i|VII|VII|i|i|i|i|iv|v|VI|VII|i|VII|i|VII|IIImaj7|VII|VII|VI|i|ii|III|ii|i|ii|III|ii|ii|i|ii|III|ii|i|ii|III|ii|iv|v|VI|VII|i|ii|III|ii|IIImaj7|VII|VII|VI|i|ii|III|ii|ii|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|VII|i|VII|i|VII|i|i|X|X|i|ii|III|ii|i|ii|III|ii|i|ii|III|ii|i|ii|III|ii|i|ii|III|ii|i|ii|III|ii|iv|v|VI|VII|i|ii|III|ii|IIImaj7|VII|VII|VI|i|ii|III|ii|ii|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|N|N
946,I Second That Emotion,The Miracles,1968-01-20,N|V|IV|IV|I|I|I|I|I|I|I|I|I|IV|V|I|IV|I|IV|I|I|V|IV|IV|I|I|V|IV|IV|I|I|V|IV|IV|I|I|I|I|I|I|IV|V|I|IV|I|IV|I|I|V|IV|IV|I|I|V|IV|IV|I|I|V|IV|I|V|IV|IV|I|I|IV|I|IV|I|I|V|IV|IV|I|I|V|IV|IV|I|I|V|IV|I|V|IV|I|I|N
947,Fakin' It,Simon & Garfunkel,1967-09-16,N|I|I|I|I|I|I|I|I|I|IV|iii|IV|III|VI|VI|VI|II|VI|VI|II7|IV|I|ii|I|ii|I|IV|I|ii|ii|I|I|I|I|I|I|IV|iii|IV|III|VI|VI|II|VI|VI|II7|IV|I|ii|I|ii|I|IV|I|ii|ii|I|I|I|I|I|I|IV|iii|IV|III|VI|VI|VI|II|VI|VI|II7|IV|I|ii|I|ii|I|IV|I|ii|I|ii|I|IV|I|ii|I|ii|I|IV|I|ii|ii|I|I|I|I|I|I|IV|iii|IV|III|III|VI|VI|N|N|II|VI|VI|II7|IV|I|ii|IV|ii|I|ii|I|IV|I|ii|I|ii|I|IV|I|ii|I|ii|I|IV|I|ii|I|ii|I|IV|I|ii|I|ii|I|IV|I|ii|I|ii|I|IV|I|ii|ii|I|I|I|I|I|I|I|I|I|N
948,The Twist,Chubby Checker,1962-03-17,N|V|IV|I|I|I|I|I|I|I|IV|IV|I|I|V|IV|I|I|I|I|I|I|IV|IV|I|I|V|IV|I|I|I|I|I|I|IV|IV|I|I|V|IV|I|I|I|I|I|I|IV|IV|I|I|V|IV|I|I|I|I|I|I|I|IV|IV|I|I|V|IV|I|I|I|I|I|I|I|IV|IV|I|I|V|IV|I|I|I|I|I|I|IV|IV|I|I|V|IV|I|I|I|I|I|I|IV|IV|I|I|V|IV|I|X|X|N
950,All I Ever Need Is You,Sonny & Cher,1971-12-11,N|I|I|I|I|III7|vi|I7|IV|I|vi|II7|V7|X|V7|I|III7|vi|I7|IV|I|vi|II7|V7|I|IV|V|IV|iii7|IV|I|V|vi|V|IV|IV|X|V|I|III7|vi|I7|IV|I|vi|II7|V7|X|V7|I|III7|vi|I7|IV|I|vi|II7|V7|V7|I|I|I|I|III7|vi|I7|IV|I|vi|II7|V7|X|V7|V7|N
952,Feelin' Satisfied,Boston,1979-03-31,N|V|I|V|I|I|V|I|V|IV|IV|I|I|bVII|IV|bVII|IV|I|I|bVII|IV|I|V|vi|iii|IV|bVII|IV|I|IV|I|IV|I|V|IV|IV|IV|vi|V|IV|I|V|IV|iii|ii|IV|I|I|vi|V|IV|I|V|IV|iii|ii|IV|I|vi|V|IV|I|V|IV|iii|ii|IV|I|vi|V|IV|I|V|IV|iii|ii|IV|I|I|vi|V|IV|I|V|IV|iii|ii|IV|I|vi|V|IV|I|V|IV|iii|ii|IV|I|V|I|V|I|V|I|V|IV|IV|IV|I|I|bVII|IV|bVII|IV|I|I|bVII|IV|I|V|vi|iii|IV|bVII|IV|I|IV|I|IV|I|V|IV|IV|IV|vi|V|IV|I|V|IV|iii|ii|IV|I|I|vi|V|IV|I|V|IV|iii|ii|IV|I|vi|V|IV|I|V|IV|iii|ii|IV|I|vi|V|IV|I|V|IV|iii|ii|IV|I|I|vi|V|IV|I|V|IV|iii|ii|IV|I|vi|V|IV|I|V|IV|iii|ii|IV|I|vi|V|IV|I|V|IV|iii|ii|IV|I|vi|V|IV|I|V|IV|iii|ii|IV|I|vi|V|IV|I|V|IV|iii|ii|IV|I|vi|V|IV|I|V|IV|iii|ii|IV|I|I|vi|V|IV|I|V|IV|iii|ii|IV|I|vi|V|IV|I|V|IV|iii|ii|IV|I|vi|V|IV|I|V|IV|iii|ii|IV|I|vi|V|IV|I|V|IV|iii|ii|IV|I|I|N
956,Eye In The Sky,The Alan Parsons Project,1982-07-31,N|i|i|VI|VI|i|i|VI|VI|VII|III|VII|III|i7|i7|VII|III|VII|III|i7|i7|VI|vi|i7|IV7|III|VImaj7|III|III|VII|III|VII|III|i7|i7|VII|III|VII|III|i7|i7|VI|vi|i7|IV7|III|VImaj7|III|III|VII|III|VII|III|v|v|VII|III|VII|III|v|v|VI|vi|i7|i7|VI|VI|i7|i7|VI|VI|VII|III|VII|III|i7|i7|VII|III|VII|III|i7|i7|VI|vi|i7|IV7|III|VImaj7|III|III|VII|III|VII|III|v|v|VII|III|VII|III|v|v|VI|vi|i7|i7|VI|VI|i7|i7|VI|VI|VII|III|VII|III|v|v|VII|III|VII|III|v|v|VI|vi|i7|i7|VI|VI|i7|i7|VI|VI|VI|N
958,Miss You,The Rolling Stones,1978-07-29,N|N|N|i7|i7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|VI|v7|iv7|iv7|VI|v7|iv7|V7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|i7|i7|iv7|iv7|iv7
961,Take A Chance On Me,Abba,1978-05-06,N|N|N|N|N|N|N|N|I|I|I|I|I|I|V|V|V|V|I|ii7|V|ii7|V|ii7|ii7|I|I|ii7|ii7|I|I|vi|IV|vi|IV|V|vi|IV|ii7|V|ii7|V|I|I|I|V|V|V|V|I|I|I|I|I|V|V|V|V|I|ii7|V|ii7|V|ii7|ii7|I|I|ii7|ii7|I|I|vi|IV|vi|IV|V|vi|IV|ii7|V|ii7|V|I|I|I|V|V|V|V|I|I|I|I|I|V|V|V|V|I|I|I|I|I|V|V|V|V|I|I|I|I|I|V|V|V|V|I|I|I|N
963,The Stroke,Billy Squier,1981-05-16,N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|X|X|X|X|X|X|X|X|X|X|X|i|VII|i|VII|i|VII|X|X|i|VII|i|VII|i|VII|X|X|X|i|i|i|X|X|i|i|i|i|X|X|X|X|X|X|X|X|X|X|VII|i|i|i|X|X|VII|i|i|i|X|X|VII|i|i|i|X|X|VII|i|i|i|i|i|i|VII|i|VII|i|VII|X|X|i|VII|i|VII|i|VII|X|X|X|i|i|i|X|X|i|i|i|i|X|X|X|X|X|X|X|X|X|X|VII|i|i|i|X|X|VII|i|i|i|X|X|VII|i|i|i|X|X|VII|i|i|i|i|i|N|N|N|N|N|N|N|N|N|i|VII|i|VII|i|VII|X|X|i|VII|i|VII|i|VII|X|X|X|i|i|i|X|X|i|i|i|i|X|X|X|X|X|X|X|X|X|X|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|VII|i|i|i|X|X|VII|i|i|i|X|X|VII|i|i|i|X|X|VII|i|i|i|X|X|X|N|N
964,Hello Hello,"The Sopwith ""Camel""",1967-01-07,N|N|VII|I|I|vi|vi|IV|V|I|X|V7|V7|I|IV|I|IV|I|IV|I|IV|V|vi|vi|II|IV|II7|I|V|I|I|X|X|X|VII7|iii|VII7|vi|V|I|IV|II7|V7|I|I|IV|I|I|IV|IV|I|IV|I|IV|V|vi|vi|II|IV|II7|I|V|I|I|X|X|X|X|VII7|iii|VII7|vi|V|I|IV|II7|V7|I|IV|I|IV|I|IV|I|IV|V|vi|vi|II|IV|II7|I|V7|I|VII|bVII|VI7|II7|V7|I|X|X|X|X|X|X|X|X|N|N|I7|I7|N|N|N
965,Sweet Soul Music,Arthur Conley,1967-03-25,N|I|I|I|I|I|I|N|I|IV|IV|I|I|IV|vi|V|IV|I|I|IV|IV|I|I|IV|vi|V|IV|I|I|IV|IV|I|I|IV|vi|V|IV|I|I|IV|IV|I|I|IV|vi|V|IV|I|I|IV|IV|I|I|IV|vi|V|IV|I|I|IV|IV|I|I|IV|vi|V|IV|I|I|I|I|IV|I|IV|I|IV|I|N|IV|IV|I|I|IV|vi|V|IV|I|I|IV|IV|I|I|IV|vi|V|IV|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|I|N|N|N
967,Breezin',George Benson,1976-11-06,N|Imaj7|bIIImaj7|Vmaj7|bIIImaj7|Imaj7|Imaj7|I|vi7|ii|X|I|vi7|ii|X|X|I|vi7|ii|X|I|vi7|ii|X|X|I|vi7|ii|X|I|vi7|ii|X|I|vi7|ii|X|I|vi7|ii|X|X|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|V|I|I|V|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|I|I|V|V|N|N|N
968,Coming On Strong,Brenda Lee,1966-10-29,N|N|N|I|I|X|X|I|I|X|X|X|I|I|vi|vi|IV|I|I|V7|V7|IV|IV|I|vi|IV|V7|I|I|V|I|V|I|V|I|V|I|V|I|V|I|V|I|V|II|V|II|V|II|V|II|V|II|V|II|V|II|V|II|III|VI|III|VI|III|VI|III|VI|III|VI|III|VI|V|V|I|I|vi|vi|IV|I|I|V7|V7|IV|IV|I|vi|IV|V7|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|IV|N
969,Don't Ask Me Why,Billy Joel,1980-10-18,N|I|IV7|I|IV7|I|IV7|I|IV7|I|IV7|I|IV7|I|II7|V7|I|IV|I|II7|V7|I|III7|vi|I7|X|X|I|IV7|I|IV7|I|IV7|I|IV7|I|II7|V7|I|IV|I|II7|V7|I|III7|vi|I7|X|X|I|IV7|I|IV7|I|IV7|I|IV7|V|IV|V|I|VI|II|VI|II7|V7|I|II7|V7|I|IV|I|II7|V7|I|III7|vi|I7|X|X|I|IV7|I|IV7|I|IV7|I|IV7|IV7|V|IV|V|I|VI|II|VI|II7|V7|V7|I|II7|V7|I|IV|I|II7|V7|I|III7|vi|I7|X|X|I|IV7|I|IV7|I|IV7|I|IV7|I|IV7|I|IV7|I|IV7|I|I|N|N|N
970,Modern Love,David Bowie,1983-12-10,N|N|N|N|N|N|N|N|N|N|II|iii|iii|II|I|I|I|X|X|II|iii|iii|iii|I|I|I|I|V|V|vi7|vi|III7|III7|IV|IV|I|I|V|V|iii7|iii|iii|I|I|I|I|V|V|vi7|vi|III7|III7|IV|IV|I|I|V|V|iii7|iii|iii|I|I|II|II|iii|iii|IV|IV|I|I|II|II|iii|iii|IV|IV|I|I|II|II|iii|iii|IV|IV|IV|II|iii|iii|II|I|I|I|X|X|II|iii|iii|iii|I|I|I|I|V|V|vi7|vi|III7|III7|IV|IV|I|I|V|V|iii7|iii|iii|iii|I|I|I|I|V|V|vi7|vi|III7|III7|IV|IV|I|I|V|V|iii7|iii|iii|I|I|II|II|iii|iii|IV|IV|I|I|II|II|iii|iii|IV|IV|I|I|II|II|iii|iii|IV|IV|I|I|II|II|iii|iii|IV|IV|I|I|II|II|iii|iii|IV|IV|I|I|II|II|iii|iii|IV|IV|I|I|II|II|iii|iii|IV|IV|I|I|II|II|iii|iii|IV|IV|I|I|II|II|iii|iii|IV|IV|I|I|II|II|iii|iii|IV|IV|I|I|II|II|iii|iii|IV|IV|I|I|II|II|iii|iii|IV|IV|N
973,Little Too Late,Pat Benatar,1983-04-30,N|N|N|N|N|V|I|IV|V|I|IV|V|I|IV|V|I|IV|I|IV|vi|bVII|IV|I|IV|vi|bVII|IV|V|I|IV|V|I|IV|I|IV|I|IV|I|IV|V|X|V|X|V|I|I|I|I|IV|IV|IV|IV|iii|ii7|iii7|V|I|V|I|I|I|I|IV|IV|IV|IV|iii|ii7|iii7|V|I|V|I|I|IV|vi|bVII|IV|I|IV|vi|bVII|IV|V|I|IV|V|I|IV|I|IV|I|IV|I|IV|V|X|V|X|V|I|I|I|I|IV|IV|IV|IV|iii|ii7|iii7|V|I|V|I|I|I|I|IV|IV|IV|IV|iii|ii7|iii7|V|I|V|I|I|V|I|IV|V|I|IV|V|I|IV|V|I|IV|I|I|I|I|IV|IV|IV|IV|iii|ii7|iii7|V|I|V|I|I|I|I|IV|IV|IV|IV|iii|ii7|iii7|V|I|V|I|X|N|N|N|N|N|N|N|X|N|N|N|IV|iii|ii7|iii7|V|N|I|I|I|I|IV|IV|IV|IV|iii|ii7|iii7|V|I|V|I|I|I|I|IV|IV|IV|IV|iii|ii7|iii7|V|ii7|iii7|V|ii7|iii7|V|I|I|I|N|N|N
978,The Look Of Love,Isaac Hayes,1971-03-06,N|N|i|v|v|VImaj7|i|v|v|VImaj7|i|v|v|VImaj7|i|v|v|VImaj7|i|v|v|VImaj7|i|v|v|VImaj7|i|v|v|VImaj7|VImaj7|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|v|i|i|VII|v|i|i|VII|v|i|i|VII|v|i|i|X|X|X|i|i7|i7|i|VImaj7|VImaj7|V|V|i|i|i|VImaj7|VImaj7|VImaj7|III|III7|VImaj7|VImaj7|v|i|IV7|i|X|X|X|i|X|X|i|i7|i7|i|VImaj7|VImaj7|V|V|i|i|i|VImaj7|VImaj7|VImaj7|III|III7|VImaj7|VImaj7|v|i|IV7|i|X|X|X|i|X|X|X|i7|IV|i7|IV|i7|IV|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|i7|IV|IV|v|i|IV|v|i|IV|IV|v|i|IV|v|i|IV|v|i|IV|v|i|IV|IV|i|X|X|X|i|X|X|X|i|v|v|VImaj7|i|v|v|VImaj7|i|v|v|VImaj7|i|v|v|VImaj7|i|v|v|VImaj7|i|v|v|VImaj7|i|v|v|VImaj7|i|v|v|VImaj7|i|v|v|VImaj7|i|v|v|VImaj7|i|v|v|VImaj7|i|v|v|VImaj7|VImaj7|N|N|N
979,Karma Chameleon,Culture Club,1984-04-28,N|X|X|X|N|X|X|I|I|I|I|I|I|V|I|I|I|V|I|I|IV|IV|V|V|IV|IV|V|V|IV|IV|V|V|ii7|ii7|vi|V|I|Vmaj7|vi|vi|ii7|ii7|X|V|I|iii7|vi|vi|ii7|ii7|X|V|I|V|I|I|I|V|I|I|IV|IV|V|V|IV|IV|V|V|IV|IV|V|V|ii7|ii7|vi|V|I|Vmaj7|vi|vi|ii7|ii7|X|V|I|iii7|vi|vi|ii7|ii7|X|V|IV|IV|iii7|iii7|ii|ii|vi7|vi7|IV|IV|iii7|iii7|ii|ii|vi7|V|V|I|V|I|I|I|V|I|I|I|IV|IV|V|V|IV|IV|V|V|IV|IV|V|V|ii7|ii7|vi|V|I|Vmaj7|vi|vi|ii7|ii7|X|V|I|iii7|vi|vi|ii7|ii7|X|V|I|Vmaj7|vi|vi|ii7|ii7|X|V|I|iii7|vi|vi|ii7|ii7|X|V|I|Vmaj7|vi|vi|ii7|ii7|X|V|I|iii7|vi|vi|ii7|ii7|X|V|I|Vmaj7|vi|vi|ii7|ii7|X|V|I|iii7|vi|vi|ii7|ii7|X|V|V|N
981,Venus,Bananarama,1986-11-01,N|X|X|i|IV|i|IV|X|X|i|IV|i|IV|i|IV|i|IV|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|iv7|VII|iv7|VII|i|IV|i|IV|VI|X|V7|i|IV|i|IV|VI|X|V7|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|iv7|VII|iv7|VII|i|IV|i|IV|VI|X|V7|i|IV|i|IV|VI|X|V7|i|IV|i|IV|IV|X|X|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|i|iv7|VII|iv7|VII|i|IV|i|IV|VI|X|V7|i|IV|i|IV|VI|X|V7|i|IV|i|IV|i|IV|i7|IV|i|IV|i7|IV|i|IV|i7|IV|i|IV|i7|IV|iv7|VII|iv7|VII|i|IV|i|IV|VI|X|V7|i|IV|i|IV|VI|X|V7|i|IV|i|IV|IV|X|X|X|X|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|IV|N|N|N
982,Unforgettable,Natalie Cole,1991-11-02,N|V|iii7|Vmaj7|vi7|II7|I|II|V|X|X|vi7|X|vi|III7|V|V|#IV7|#IV7|II7|II7|VI7|VI7|ii7|iv7|I|X|VI7|II7|II7|bII7|II7|II7|V|V|#IV7|#IV7|II7|II7|VI7|VI7|ii7|iv7|I|bVIImaj7|VI7|X|II7|X|V7|I|vi|iv7|bVII7|bVII7|I|I|VII7|VII7|IV|IV|II7|II7|v7|bvii|IV|X|X|II7|V7|V|V7|#IV7|V7|V7|VII|VI|V|V|Vmaj7|Vmaj7|#IV7|#IV7|II7|II7|VI7|VI7|ii7|iv7|I|bVIImaj7|VI7|X|II7|X|V7|I|bIII|#IV|bIII|I|I|N|N|N
984,Hello Stranger,Barbara Lewis,1963-07-06,N|I|I|ii7|V7|Imaj7|Imaj7|ii7|ii7|iii7|iii7|ii7|ii7|V|Imaj7|Imaj7|ii7|ii7|V|Imaj7|Imaj7|ii7|V7|Imaj7|Imaj7|ii7|ii7|iii7|iii7|ii7|ii7|V|Imaj7|Imaj7|ii7|ii7|V|Imaj7|Imaj7|ii7|V7|Imaj7|Imaj7|ii7|ii7|iii7|iii7|ii7|ii7|V|Imaj7|Imaj7|ii7|ii7|Imaj7|Imaj7|ii7|V7|Imaj7|Imaj7|ii7|ii7|iii7|iii7|ii7|ii7|V|Imaj7|Imaj7|ii7|ii7|iii7|iii7|ii7|ii7|V|V|N
985,Dancing Machine,The Jacksons,1974-08-10,N|N|X|N|X|N|X|X|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|v7|VI7|X|IV7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|N|N|N|N|N|N|N|N|N|N|X|N|X|N|X|X|i7|i7|N|X|N|X|N|X|X|i7|i7|i7|IV7|VII|IV7|I7|i7|IV7|VII|IV7|I7|i7|IV7|VII|IV7|I7|i7|IV7|VII|IV7|I7|i7|IV7|VII|IV7|I7|i7|IV7|VII|IV7|I7|i7|IV7|VII|IV7|I7|i7|IV7|IV7|N
986,You Make Me Feel Like Dancing,Leo Sayer,1977-01-22,N|I|vi7|ii7|V7|I|vi7|ii7|V7|I|vi7|ii7|V7|V7|I|vi7|ii7|V7|I|vi7|ii7|V7|I|vi7|ii7|V7|I|vi7|ii7|V7|bVII|I|I|vi7|ii7|V7|I|vi7|ii7|V7|I|vi7|ii7|V7|ii7|ii7|X|X|I|vi7|ii7|V7|I|vi7|ii7|V7|I|vi7|ii7|V7|I|vi7|ii7|V7|bVII|I|I|vi7|ii7|V7|I|vi7|ii7|V7|I|vi7|ii7|V7|i7|i7|X|X|i7|i7|X|X|X|bVII|v7|i7|IV7|bVII|v7|i7|IV7|bVII|v7|i7|IV7|bVI|bVII|I|vi7|ii7|V7|I|vi7|ii7|V7|I|vi7|ii7|V7|I|vi7|ii7|V7|I|vi7|ii7|V7|I|vi7|ii7|V7|V7|N
990,Shapes Of Things,The Yardbirds,1966-05-28,N|bVII|bVII|I|v7|I|v7|I|v7|bVII|bVII|I|v7|I|v7|I|v7|bVII|bVII|IV|bIII|IV|bIII|IV|bIII|bIII|V|V|I|v7|I|v7|I|v7|bVII|bVII|I|v7|I|v7|I|v7|bVII|bVII|IV|bIII|IV|bIII|IV|bIII|bIII|V|V|V|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|I|bVII|bIII|V|V|V|I|v7|I|v7|I|v7|bVII|bVII|bVII|I|I|N|N|N
991,The Bitch Is Back,Elton John,1974-12-07,N|N|N|X|I|I|IV|I|I|IV|I|I|IV|I|I|IV|IV|I|I|I|V|I|bVII|IV|I|I|I|I|I|IV|I|IV|I|I|IV|I|IV|I|I|I|I|I|V|I|bVII|IV|I|I|I|I|I|IV|I|IV|I|I|V|V|vi|IV|V|V|bVII|V|V|I|I|IV|I|I|IV|I|I|IV|I|I|IV|IV|I|I|I|V|I|bVII|IV|I|I|I|I|I|IV|I|IV|I|I|V|V|vi|IV|V|V|bVII|V|V|I|I|IV|I|I|IV|IV|I|I|I|V|I|bVII|IV|I|I|I|I|IV|I|IV|I|I|V|V|vi|IV|V|V|bVII|V|V|I|I|IV|I|I|IV|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|IV|I|bVII|IV|I|bVII|IV|IV|N
992,Nightshift,Commodores,1985-05-18,N|N|N|N|N|N|I|vi|IV|V|V|IV|IV|I|I|V|V|I|vi|IV|V|V|IV|IV|V|V|I|vi|IV|V|V|IV|IV|V|V|vi|ii|V|V|vi|ii|IVmaj7|IVmaj7|I|vi|IV|V|V|IV|IV|I|I|V|I|vi|IV|V|V|IV|V|I|vi|IV|V|V|I|vi|IV|V|V|V|I|vi|IV|V|V|IV|IV|V|V|I|vi|IV|V|V|IV|IV|V|V|vi|ii|V|V|vi|ii|IVmaj7|I|I|vi|IV|V|V|IV|IV|I|I|I|vi|IV|V|V|IV|V|vi|vi|I|vi|IV|V|V|IV|IV|I|I|I|vi|IV|V|V|IV|IV|I|I|V|I|I|N
